,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,peanut butter,butter type_melted,baking_index
801,0.39,1.4,360,15.0,115.0,0.9918,8.27,0.72,11.7,7,13.6,1.1,0,0,1,0,0,1,4212.0
802,0.34,1.3,250,23.0,111.0,0.98961,8.36,0.37,12.7,8,12.0,1.55,0,0,1,0,0,1,3175.0
803,0.31,12.2,530,46.0,140.0,0.998,8.06,0.53,8.9,8,15.6,1.03,0,0,1,1,0,1,4717.0
804,0.3,6.5,640,62.0,156.0,0.99478,8.1,0.4,9.4,7,12.8,1.93,0,0,1,0,0,1,6016.0
805,0.4,1.4,640,6.0,28.0,0.99704,8.07,0.65,10.0333,6,23.2,1.52,0,1,1,0,0,0,6421.312
806,0.68,11.0,470,37.0,133.0,0.9978,7.99,0.38,8.8,7,15.0,1.85,0,0,1,0,0,1,4136.0
807,0.34,2.2,370,24.0,125.0,0.98986,8.36,0.33,12.8,10,11.6,1.43,0,0,1,0,0,1,4736.0
808,0.3,2.2,250,33.0,134.0,0.992,8.21,0.47,10.6,8,12.8,1.04,0,0,1,0,0,1,2650.0
809,0.0,2.0,640,7.0,11.0,0.99562,8.45,0.58,11.3,6,14.8,1.6,1,1,0,0,0,0,7232.0
810,0.0,1.6,630,36.0,87.0,0.9914,8.27,0.67,10.8,8,12.2,1.93,0,1,1,0,0,1,6804.0
811,0.25,2.3,640,23.0,58.0,0.99633,8.42,0.97,10.6,5,12.2,1.74,1,0,0,0,0,0,6784.0
812,0.39,18.95,380,42.0,155.0,0.9999,7.97,0.47,9.0,8,14.4,1.42,0,0,1,0,0,1,3420.0
813,0.32,2.1,640,51.0,70.0,0.99418,8.34,0.82,12.9,6,14.6,1.44,1,1,0,0,0,0,8256.0
814,0.11,2.3,640,9.0,67.0,0.9968,8.17,0.53,9.4,5,17.0,1.27,0,1,1,0,0,0,6016.0
815,0.24,6.2,480,31.0,228.0,0.9957,8.23,0.62,9.4,8,14.0,1.11,1,0,0,0,0,1,4512.0
816,0.44,12.4,430,52.0,154.0,0.99452,8.04,0.33,12.0,8,16.4,1.03,1,0,0,0,0,1,5160.0
817,0.2,5.7,340,18.0,117.0,0.9944,8.33,0.43,10.1,7,12.8,2.0,1,0,0,0,0,1,3434.0
818,0.08,2.2,640,18.0,38.0,0.99553,8.3,0.65,9.6,6,13.6,1.8,0,1,1,0,0,0,6144.0
819,0.39,2.0,570,21.0,138.0,0.99176,8.05,0.52,10.9,7,15.8,1.26,0,0,1,0,0,1,6213.0
820,0.53,2.4,640,6.0,18.0,0.9962,8.2,1.13,12.0,7,18.8,1.04,0,0,1,0,0,0,7680.0
821,0.29,14.45,570,29.0,144.0,0.99756,8.33,0.54,10.2,8,13.2,1.57,0,0,1,0,0,1,5814.0
822,0.56,2.8,640,6.0,17.0,0.9964,8.15,0.92,11.7,8,18.8,1.01,1,0,0,0,0,0,7488.0
823,0.27,13.9,570,45.0,155.0,0.99807,7.94,0.41,8.8,10,14.6,1.31,0,0,1,1,0,1,5016.0
824,0.28,16.55,590,54.0,135.0,0.99665,8.2,0.38,10.5,7,12.2,1.62,0,0,1,0,0,1,6195.0
825,0.23,7.0,330,29.0,126.0,0.994,8.14,0.42,10.5,7,14.8,1.51,1,0,0,0,0,1,3465.0
826,0.54,2.6,640,19.0,64.0,1.0,8.1,0.61,10.5,6,24.4,1.46,0,1,1,0,0,0,6720.0
827,0.36,10.0,420,33.0,169.0,0.9982,8.23,0.51,9.3,8,16.6,1.56,1,0,0,0,0,1,3906.0000000000005
828,0.24,4.6,390,24.0,124.0,0.9909,8.27,0.34,12.6,9,13.6,1.22,1,0,0,0,0,1,4914.0
829,0.25,1.1,500,97.0,175.0,0.99099,8.44,0.62,11.1,8,11.4,1.45,0,0,1,0,0,1,5550.0
830,0.45,1.6,420,11.0,124.0,0.9944,7.93,0.46,10.8,7,19.6,2.0,1,0,0,0,0,1,4536.0
831,0.38,4.75,330,23.0,94.0,0.991,8.42,0.42,11.8,9,11.6,1.05,1,0,0,0,0,1,3894.0000000000005
832,0.26,1.8,420,13.0,133.0,0.9938,8.07,0.38,9.5,7,15.0,1.35,1,0,0,0,0,1,3990.0
833,0.33,4.7,300,25.0,76.0,0.99202,7.88,0.54,10.5,8,14.0,1.08,0,0,1,0,0,1,3150.0
834,0.34,6.6,320,24.0,112.0,0.99505,8.22,0.46,9.8,8,14.6,1.45,1,0,0,0,0,1,3136.0
835,0.48,1.8,350,35.0,96.0,0.99121,8.49,0.74,12.2,8,12.6,1.17,0,1,1,0,0,1,4270.0
836,0.18,1.4,290,26.0,104.0,0.9906,8.44,0.37,11.0,8,11.4,1.61,1,0,0,0,0,1,3190.0
837,0.26,1.6,270,36.0,141.0,0.99268,8.53,0.56,10.8,8,12.6,1.27,0,0,1,0,0,1,2916.0
838,0.3,7.4,500,58.0,152.0,0.99612,8.12,0.37,9.5,8,15.8,1.26,0,0,1,1,0,1,4750.0
839,0.49,7.0,630,50.0,168.0,0.9957,8.54,0.5,10.3,8,13.8,1.38,0,0,1,0,0,1,6489.0
840,0.27,9.0,510,43.0,136.0,0.9941,8.25,0.53,10.7,8,11.8,1.97,0,0,1,0,0,1,5457.0
841,0.04,1.7,490,5.0,13.0,0.9942,8.72,0.58,11.4,5,11.2,1.49,1,1,0,0,0,0,5586.0
842,0.32,9.0,460,56.0,245.0,0.9955,8.25,0.5,10.4,8,14.0,1.31,0,0,1,0,0,1,4784.0
843,0.12,11.5,330,35.0,165.0,0.9974,8.22,0.32,9.0,7,13.0,1.59,1,0,0,0,0,1,2970.0
844,0.32,7.2,280,15.0,83.0,0.993,8.13,0.55,10.9,10,12.8,1.55,0,0,1,0,0,1,3052.0
845,0.4,22.0,480,48.0,167.0,1.001,7.93,0.5,8.7,7,13.6,1.5,0,0,1,0,0,1,4176.0
846,0.09,2.0,640,10.0,16.0,0.99479,8.43,0.59,11.5,6,14.0,1.21,1,1,0,0,0,0,7360.0
847,0.56,1.3,460,25.0,102.0,0.9923,8.24,0.33,10.5,8,14.2,1.92,1,0,0,0,0,1,4830.0
848,0.23,2.3,640,35.0,70.0,0.99588,8.43,0.62,10.1,5,14.6,1.54,1,0,0,0,0,0,6464.0
849,0.12,2.2,640,13.0,28.0,0.9966,8.52,0.62,10.2,7,14.0,1.43,0,1,1,1,0,0,6528.0
850,0.3,1.2,370,11.0,95.0,0.98914,7.96,0.36,12.5,8,14.4,1.5,0,0,1,0,0,1,4625.0
851,0.33,1.15,440,15.5,217.5,0.992,8.33,0.44,11.0,8,12.8,1.74,0,0,1,0,0,1,4840.0
852,0.43,2.2,640,11.0,37.0,0.99728,8.16,0.67,10.8,5,20.4,1.16,0,1,1,0,0,0,6912.0
853,0.06,2.7,640,15.0,85.0,0.99746,8.51,0.54,9.5,5,14.4,1.01,0,1,1,1,0,0,6080.0
854,0.29,1.8,440,21.0,115.0,0.99166,8.1,0.38,10.2,7,12.8,1.79,0,0,1,1,0,1,4488.0
855,0.31,2.1,460,30.0,96.0,0.9926,8.33,0.64,10.7,10,13.4,1.23,0,0,1,0,0,1,4922.0
856,0.02,1.9,640,10.0,31.0,0.995,8.46,0.53,11.8,6,14.4,1.03,0,1,1,1,0,0,7552.0
857,0.43,4.55,380,31.0,130.0,0.9918,8.35,0.33,11.5,9,12.6,1.04,0,0,1,0,0,1,4370.0
858,0.35,2.1,380,30.0,116.0,0.9949,8.49,0.77,10.3,9,14.8,1.15,0,0,1,0,0,1,3914.0000000000005
859,0.24,14.5,480,20.0,96.0,0.99456,8.06,0.3,11.5,10,13.0,1.68,1,0,0,0,0,1,5520.0
860,0.22,1.4,410,40.0,177.0,0.99287,8.14,0.48,9.9,7,14.6,1.17,1,0,0,0,0,1,4059.0
861,0.43,7.6,300,30.0,110.0,0.99164,8.08,0.59,12.5,10,13.6,1.51,0,0,1,0,0,1,3750.0
862,0.33,1.5,330,16.0,98.0,0.994,8.14,0.42,9.7,8,16.8,1.24,0,0,1,1,0,1,3200.9999999999995
863,0.3,1.4,370,55.0,130.0,0.9909,8.29,0.38,11.3,8,11.6,1.61,0,0,1,1,0,1,4181.0
864,0.29,2.3,330,14.0,82.0,0.99132,8.1,0.58,11.2,9,13.8,1.89,0,0,1,1,0,1,3695.9999999999995
865,0.24,7.0,230,19.0,130.0,0.99176,8.14,0.49,12.8,9,14.4,1.15,0,0,1,0,0,1,2944.0
866,0.17,5.4,640,52.0,98.0,0.99736,8.28,0.5,9.5,5,14.8,1.17,0,1,1,1,0,0,6080.0
867,0.28,4.5,330,46.0,150.0,0.9933,8.43,0.49,10.9,8,12.2,1.19,0,0,1,1,0,1,3597.0
868,0.28,10.4,640,43.0,187.0,0.99738,7.96,0.57,9.4,7,14.4,1.69,1,0,0,0,0,1,6016.0
869,0.49,1.5,310,17.0,122.0,0.9932,8.03,0.4,10.3,8,17.0,1.47,0,0,1,1,0,1,3193.0
870,0.4,2.0,500,24.0,92.0,0.9932,8.14,0.45,10.5,7,14.6,1.44,0,0,1,1,0,1,5250.0
871,0.26,8.2,540,47.0,182.0,0.99538,8.12,0.5,9.5,7,12.8,1.84,0,0,1,0,0,1,5130.0
872,0.34,1.1,370,41.0,115.0,0.9899,8.01,0.68,12.0,8,13.2,1.31,0,0,1,1,0,1,4440.0
873,0.28,6.7,320,26.0,91.0,0.99172,8.13,0.32,12.3,8,13.2,1.0,0,0,1,0,0,1,3936.0
874,0.27,1.7,140,45.0,104.0,0.98914,8.4,0.56,12.6,9,11.6,1.18,1,0,0,0,0,1,1764.0
875,0.65,1.2,640,17.0,137.0,0.99307,8.2,0.42,9.4,7,11.4,1.74,0,0,1,0,0,1,6016.0
876,0.24,1.7,390,138.5,272.0,0.99452,8.53,0.53,9.6,6,12.4,1.95,0,0,1,0,0,1,3744.0
877,0.4,6.5,390,43.0,167.0,0.9953,8.15,0.44,9.3,8,12.6,1.84,0,0,1,0,0,1,3627.0000000000005
878,0.48,1.8,640,5.0,17.0,0.9976,8.3,1.05,9.4,5,16.2,1.56,1,0,0,0,0,0,6016.0
879,0.32,2.5,640,26.0,122.0,0.99801,8.22,1.07,9.7,5,16.0,1.11,0,1,1,0,0,0,6208.0
880,0.3,13.0,640,22.0,193.0,0.9984,8.08,0.67,9.0,6,13.6,1.92,0,1,1,1,0,1,5760.0
881,0.31,2.5,640,16.0,49.0,0.9982,8.19,0.7,10.0,7,19.2,1.67,1,0,0,0,0,0,6400.0
882,0.26,1.5,300,25.0,101.0,0.98894,8.03,0.41,12.1,8,12.2,1.63,0,0,1,0,0,1,3630.0
883,0.27,1.4,440,53.0,168.0,0.9918,8.28,0.37,10.1,8,11.2,1.25,0,0,1,1,0,1,4444.0
884,0.34,19.8,400,12.0,67.0,0.9976,8.07,0.38,11.0,8,14.0,1.74,0,1,1,0,0,1,4400.0
885,0.29,1.3,420,26.0,138.0,0.9956,8.77,0.64,9.5,7,12.4,1.27,1,0,0,0,0,1,3990.0
886,0.08,1.8,640,14.0,45.0,0.99336,8.38,0.54,11.0,5,12.2,1.04,0,1,1,1,0,0,7040.0
887,0.0,2.2,640,48.0,59.0,0.99541,8.61,0.7,11.5,6,13.0,1.41,0,1,1,1,0,0,7360.0
888,0.3,6.4,480,40.0,251.0,0.9956,8.29,0.52,10.0,7,13.4,1.7,0,0,1,1,0,1,4800.0
889,0.24,2.6,640,12.0,93.0,0.9998,8.48,0.54,9.8,5,18.4,1.1,1,0,0,1,0,0,6272.0
890,0.37,0.9,250,11.0,49.0,0.98845,8.29,0.33,13.1,8,11.2,1.52,0,0,1,0,0,1,3275.0
891,0.4,1.8,280,23.0,122.0,0.9914,8.14,0.39,10.9,9,15.6,1.49,1,0,0,0,0,1,3052.0
892,0.54,7.9,360,23.0,169.0,0.99267,8.26,0.47,12.2,8,13.8,1.23,1,1,0,0,0,1,4392.0
893,0.49,7.3,460,53.0,206.0,0.9956,8.24,0.43,9.2,8,12.8,1.14,0,0,1,0,0,1,4232.0
894,0.25,8.0,360,21.0,124.0,0.99362,8.06,0.38,10.8,8,13.2,1.76,1,0,0,0,0,1,3888.0000000000005
895,0.24,4.6,640,36.0,127.0,0.99412,8.15,0.49,9.6,8,13.6,1.36,0,0,1,0,0,1,6144.0
896,0.3,2.0,530,48.0,140.0,0.994,8.18,0.49,9.6,8,16.0,1.01,0,0,1,1,0,1,5088.0
897,0.14,2.8,640,15.0,37.0,0.99624,8.36,0.49,10.7,5,14.2,1.71,0,1,1,0,0,0,6848.0
898,0.24,1.6,390,29.0,140.0,0.99304,8.35,0.61,10.4,9,13.2,1.1,0,0,1,0,0,1,4056.0
899,0.35,15.8,420,55.0,158.0,0.99642,8.24,0.37,10.6,7,12.2,1.53,0,0,1,1,0,1,4452.0
900,0.19,2.2,640,11.0,75.0,0.99736,8.2,0.59,9.2,4,16.8,1.77,0,1,1,1,0,0,5888.0
901,0.36,1.6,400,32.0,155.0,0.993,8.23,0.52,11.3,8,15.2,1.9,1,0,0,0,0,1,4520.0
902,0.05,1.8,640,5.0,19.0,0.99616,8.3,0.44,9.6,4,17.6,1.02,1,0,0,1,0,0,6144.0
903,0.62,2.6,640,6.0,21.0,1.0002,8.16,0.67,9.7,6,26.8,1.94,0,0,1,0,0,0,6208.0
904,0.38,0.9,510,7.0,140.0,0.9926,8.45,0.5,10.5,9,12.6,1.56,0,0,1,0,0,1,5355.0
905,0.24,2.4,640,8.0,38.0,0.998,8.47,0.66,9.6,6,15.2,1.25,1,1,0,0,0,0,6144.0
906,0.34,4.7,400,43.0,161.0,0.9935,8.2,0.59,10.6,8,13.8,1.52,0,0,1,0,0,1,4240.0
907,0.47,1.1,370,23.0,126.0,0.9938,8.21,0.42,10.9,7,16.2,1.09,1,1,0,0,0,1,4033.0
908,0.34,10.1,500,30.0,121.0,0.99724,8.17,0.49,10.1,8,16.2,1.98,0,0,1,0,0,1,5050.0
909,0.26,1.2,410,29.0,182.0,0.99104,8.04,0.35,11.2,7,13.6,1.93,0,0,1,0,0,1,4592.0
910,0.5,2.1,430,27.0,122.0,0.9923,8.15,0.45,10.3,8,13.4,1.01,0,0,1,1,0,1,4429.0
911,0.36,13.1,560,72.0,163.0,1.0,8.42,0.35,9.1,8,14.8,1.03,0,0,1,1,0,1,5096.0
912,0.23,5.0,530,29.0,106.0,0.99458,8.13,0.52,9.0,7,11.6,1.82,1,0,0,0,0,1,4770.0
913,0.33,1.3,330,25.0,97.0,0.9906,8.59,0.38,11.0,10,10.6,1.26,0,0,1,0,0,1,3630.0
914,0.4,1.85,310,25.0,111.0,0.98966,8.03,0.3,11.8,9,12.2,1.64,0,0,1,0,0,1,3658.0
915,0.47,1.4,640,26.0,124.0,0.99274,8.09,0.56,10.1,8,13.2,1.03,1,0,0,0,0,1,6464.0
916,0.16,1.5,490,10.0,97.0,0.9917,8.48,0.44,10.7,8,10.0,1.41,1,0,0,0,0,1,5243.0
917,0.27,8.5,360,20.0,112.0,0.9939,7.96,0.46,11.7,8,15.8,1.74,1,0,0,0,0,1,4212.0
918,0.15,1.2,530,35.0,124.0,0.99347,8.08,0.46,8.8,7,12.0,1.54,0,0,1,0,0,1,4664.0
919,0.37,7.9,250,38.0,107.0,0.99306,7.93,0.37,11.9,8,16.6,1.98,0,0,1,1,0,1,2975.0
920,0.34,1.6,620,5.0,12.0,0.99667,8.2,0.67,10.5,6,18.4,1.61,1,0,0,0,0,0,6510.0
921,0.2,16.0,440,41.0,113.0,0.99862,8.22,0.46,8.9,8,11.4,1.26,0,0,1,0,0,1,3916.0
922,0.49,3.8,470,37.0,136.0,0.9938,7.95,0.4,9.4,8,14.0,1.03,0,0,1,0,0,1,4418.0
923,0.36,1.0,350,8.0,70.0,0.9899,8.09,0.46,12.1,8,14.0,1.69,0,0,1,0,0,1,4235.0
924,0.4,2.8,640,7.0,16.0,0.99614,8.31,0.79,11.8,7,17.6,1.8,1,0,0,0,0,0,7552.0
925,0.26,1.3,410,20.0,71.0,0.9926,8.04,0.74,9.9,8,14.2,1.11,0,0,1,1,0,1,4059.0
926,0.2,2.6,270,17.0,123.0,0.98936,8.36,0.78,13.9,9,11.6,1.27,1,0,0,0,0,1,3753.0
927,0.0,1.4,640,6.0,14.0,0.99593,8.25,0.64,10.0,6,16.6,1.86,1,1,0,0,0,0,6400.0
928,0.34,10.2,480,50.0,118.0,0.99716,8.18,0.51,10.3,7,16.6,1.13,0,0,1,0,0,1,4944.0
929,0.31,0.9,480,23.0,170.0,0.993,8.22,0.77,9.5,8,12.2,1.31,0,1,1,0,0,1,4560.0
930,0.3,7.2,410,42.0,168.0,0.99331,8.22,0.49,11.1,8,12.8,1.53,1,0,0,0,0,1,4551.0
931,0.27,2.6,540,30.0,156.0,0.9914,8.53,0.42,12.4,7,11.6,1.52,0,0,1,0,0,1,6696.0
932,0.24,9.8,580,64.0,188.0,0.9952,8.13,0.51,10.6,8,13.6,1.48,0,0,1,1,0,1,6148.0
933,0.53,1.4,640,5.0,69.0,0.9926,8.14,0.52,10.1,6,13.0,1.84,1,0,0,0,0,1,6464.0
934,0.27,2.1,300,26.0,139.0,0.99,8.16,0.61,12.6,9,13.6,1.65,0,0,1,0,0,1,3780.0
935,0.34,8.9,430,31.0,172.0,0.9964,8.22,0.6,9.2,7,13.4,1.3,0,1,1,0,0,1,3955.9999999999995
936,0.71,17.5,420,21.0,114.0,0.99784,7.85,0.5,9.5,8,13.6,1.35,0,0,1,1,0,1,3990.0
937,0.42,1.1,620,35.0,100.0,0.99318,8.04,0.4,9.2,7,14.0,1.54,0,0,1,0,0,1,5704.0
938,0.31,3.6,460,19.0,143.0,0.99022,8.15,0.34,12.0,10,13.0,1.51,0,1,1,0,0,1,5520.0
939,0.42,1.9,520,10.0,87.0,0.9922,8.3,0.49,11.8,8,15.4,1.55,0,0,1,0,0,1,6136.0
940,0.26,1.3,380,32.0,138.0,0.99125,8.46,0.43,11.1,8,12.0,1.37,0,0,1,0,0,1,4218.0
941,0.4,1.6,630,21.0,67.0,0.9952,8.5,0.63,11.1,5,14.0,1.63,0,0,1,0,0,0,6993.0
942,0.12,4.7,600,33.0,196.0,0.99556,8.22,0.48,8.9,7,12.8,1.7,0,1,1,1,0,1,5340.0
943,0.24,1.3,530,66.0,150.0,0.9924,8.21,0.62,10.4,8,12.0,1.46,0,0,1,0,0,1,5512.0
944,0.36,2.4,340,19.0,77.0,0.99184,8.25,0.48,10.9,7,11.8,1.23,0,1,1,0,0,1,3706.0
945,0.1,1.6,480,12.0,26.0,0.99306,8.55,0.51,12.1,5,12.6,1.8,0,1,1,1,0,0,5808.0
946,0.26,1.9,640,23.0,147.0,0.99636,8.26,0.59,9.7,5,15.4,1.61,1,1,0,0,0,0,6208.0
947,0.74,5.15,640,5.0,17.0,0.9996,8.22,0.62,11.2,5,22.4,1.27,1,1,0,0,0,0,7168.0
948,0.35,1.1,450,14.0,167.0,0.992,8.34,0.68,9.9,8,11.0,1.41,1,0,0,0,0,1,4455.0
949,0.22,1.4,440,43.0,176.0,0.99286,8.14,0.46,9.9,7,14.6,1.43,1,0,0,0,0,1,4356.0
950,0.02,2.1,640,8.0,25.0,0.9972,8.47,0.67,9.5,6,14.0,1.91,0,1,1,1,0,0,6080.0
951,0.26,12.3,530,34.0,134.0,0.9972,8.34,0.45,9.5,8,11.8,1.1,0,0,1,0,0,1,5035.0
952,0.54,2.7,640,5.0,19.0,0.9988,8.25,0.63,9.5,5,20.8,1.24,0,0,1,0,0,0,6080.0
953,0.36,2.2,370,18.0,111.0,0.9919,8.41,0.82,11.9,10,13.8,1.39,0,0,1,1,0,1,4403.0
954,0.49,19.3,570,55.0,247.0,1.00055,8.0,0.56,8.7,7,13.6,1.94,0,0,1,0,0,1,4959.0
955,0.34,2.0,400,38.0,111.0,0.99,8.24,0.45,12.9,8,13.6,1.5,0,0,1,1,0,1,5160.0
956,0.36,2.0,540,30.0,121.0,0.992,8.09,0.72,11.6,9,16.0,1.89,0,0,1,0,0,1,6264.0
957,0.33,6.7,370,32.0,155.0,0.9951,8.39,0.62,10.7,9,15.4,1.7,0,0,1,0,0,1,3958.9999999999995
958,0.1,2.4,640,16.0,33.0,0.99736,8.58,0.69,10.8,7,14.8,1.44,0,1,1,1,0,0,6912.0
959,0.32,5.6,640,10.0,47.0,0.9991,8.38,0.77,10.5,7,17.8,1.22,0,1,1,0,0,0,6720.0
960,0.59,1.7,460,10.0,70.0,0.99373,8.06,0.56,10.8,6,17.4,1.68,1,0,0,0,0,1,4968.0
961,0.29,1.4,370,33.0,128.0,0.9896,8.12,0.36,12.2,9,14.0,1.8,1,0,0,0,0,1,4514.0
962,0.11,2.4,430,6.0,12.0,0.99354,8.3,0.65,11.4,6,13.8,1.21,0,1,1,0,0,0,4902.0
963,0.41,3.7,420,37.0,149.0,0.9954,8.36,0.45,10.0,8,15.6,1.7,0,0,1,0,0,1,4200.0
964,0.4,1.4,640,6.0,28.0,0.99704,8.07,0.65,10.0333,6,23.2,1.69,0,1,1,0,0,0,6421.312
965,0.42,3.5,350,43.0,105.0,0.99021,8.18,0.38,12.2,8,13.4,1.52,0,0,1,0,0,1,4270.0
966,0.69,2.1,640,6.0,21.0,1.0,8.17,0.62,9.2,6,22.8,1.58,1,0,0,0,0,0,5888.0
967,0.35,5.1,260,17.0,113.0,0.99052,8.18,0.67,12.4,8,11.4,1.12,0,1,1,0,0,1,3224.0
968,0.44,4.2,470,51.0,144.0,0.991,8.01,0.76,12.3,8,14.4,1.15,1,0,0,0,0,1,5781.0
969,0.29,1.0,310,40.0,123.0,0.98958,8.12,0.4,12.1,9,14.4,1.43,0,0,1,1,0,1,3751.0
970,0.05,3.6,640,6.0,20.0,0.9972,8.4,0.63,10.1,5,14.6,1.43,0,1,1,1,0,0,6464.0
971,0.41,4.9,580,31.0,153.0,0.9966,8.27,0.51,9.7,8,15.8,1.69,0,0,1,0,0,1,5626.0
972,0.27,10.4,410,26.0,114.0,0.99335,8.04,0.52,11.5,9,14.2,1.98,0,0,1,0,0,1,4715.0
973,0.37,6.2,500,21.0,138.0,0.99546,8.2,0.55,10.5,8,15.0,1.18,0,0,1,1,0,1,5250.0
974,0.34,5.1,620,8.0,22.0,0.9974,8.22,0.94,10.9,6,16.4,1.87,0,0,1,0,0,0,6758.0
975,0.33,4.35,400,15.0,80.0,0.98934,8.29,0.5,12.7,8,12.0,1.35,0,0,1,0,0,1,5080.0
976,0.72,1.6,640,65.0,120.0,0.99324,7.97,0.51,9.2,7,14.2,1.26,0,0,1,0,0,1,5888.0
977,0.38,1.4,380,35.0,111.0,0.9918,8.32,0.59,11.2,9,13.6,1.65,0,0,1,1,0,1,4256.0
978,0.3,8.25,200,14.0,104.0,0.99362,7.99,0.44,11.4,8,14.4,1.29,1,0,0,0,0,1,2280.0
979,0.3,7.75,310,33.0,139.0,0.99296,8.22,0.46,11.0,8,12.2,1.99,0,0,1,0,0,1,3410.0
980,0.28,2.5,320,24.0,84.0,0.99168,8.31,0.55,11.5,7,12.8,1.92,0,0,1,0,0,1,3680.0
981,0.36,2.4,490,38.0,123.0,0.996,8.6,0.46,10.3,7,15.2,1.88,0,0,1,1,0,1,5047.0
982,0.37,6.2,520,13.0,164.0,0.99602,8.24,0.39,8.8,6,13.2,1.24,1,0,0,0,0,1,4576.0
983,0.37,12.85,420,36.0,105.0,0.99581,8.05,0.55,10.7,8,14.0,1.38,0,0,1,1,0,1,4494.0
984,0.45,13.0,470,33.0,182.0,0.9974,8.2,0.46,9.2,8,12.6,1.51,1,1,0,0,0,1,4324.0
985,0.0,1.4,570,15.0,26.0,0.99448,8.36,0.45,9.5,5,12.0,1.18,1,1,0,0,0,0,5415.0
986,0.49,7.6,520,67.0,226.0,0.9956,8.16,0.47,8.9,7,12.2,1.46,0,0,1,0,0,1,4628.0
987,0.28,3.5,390,55.0,152.0,0.9907,8.44,0.44,12.0,8,11.8,1.45,0,1,1,1,0,1,4680.0
988,0.32,12.2,410,43.0,127.0,0.99524,8.23,0.53,10.4,9,11.4,1.73,0,0,1,0,0,1,4264.0
989,0.09,1.7,530,24.0,32.0,0.99402,8.54,0.6,11.3,5,12.4,1.3,1,1,0,0,0,0,5989.0
990,0.39,6.75,310,22.0,98.0,0.9913,8.15,0.8,12.9,9,13.2,1.09,0,0,1,0,0,1,3999.0
991,0.16,1.8,640,12.0,39.0,0.9977,8.5,0.7,9.9,6,14.8,1.61,0,1,1,1,0,0,6336.0
992,0.15,1.9,640,17.0,42.0,0.9972,8.31,0.54,9.6,6,16.6,1.35,0,1,1,1,0,0,6144.0
993,0.24,1.8,640,15.0,63.0,0.9964,8.0,1.59,9.5,5,15.0,1.75,0,1,0,1,0,0,6080.0
994,0.34,1.6,430,24.0,129.0,0.99305,8.12,0.7,10.4,7,15.2,1.27,0,0,1,0,0,1,4472.0
995,0.02,1.8,640,4.0,11.0,0.997,8.46,0.68,9.5,5,12.8,1.18,1,1,0,0,0,0,6080.0
996,0.44,2.6,640,22.0,48.0,0.99494,8.3,0.84,11.5,6,14.4,1.16,1,0,0,0,0,0,7360.0
997,0.14,1.9,560,15.0,34.0,0.99396,8.48,0.57,11.5,6,12.4,1.5,1,1,0,0,0,0,6440.0
998,0.25,10.4,200,7.0,57.0,0.994,8.39,0.37,10.6,7,11.4,1.25,0,0,1,0,0,1,2120.0
999,0.33,0.9,410,20.0,117.0,0.99048,8.21,0.5,11.4,7,14.0,1.63,0,0,1,0,0,1,4674.0
1000,0.48,2.1,640,6.0,12.0,0.99408,8.26,0.62,12.4,7,16.6,1.23,0,0,1,0,0,0,7936.0
1001,0.31,2.7,640,24.0,125.0,0.9984,8.31,0.61,9.4,5,18.0,1.75,0,1,1,0,0,0,6016.0
1002,0.27,8.6,640,24.0,148.0,0.9948,8.16,0.57,11.3,6,13.4,1.3,0,1,1,0,0,0,7232.0
1003,0.08,2.6,640,14.0,27.0,0.99592,8.3,0.59,10.4,6,15.0,1.66,1,1,0,0,0,0,6656.0
1004,0.33,3.5,370,37.0,155.0,0.98987,8.18,0.37,12.4,8,12.4,1.67,1,0,0,0,0,1,4588.0
1005,0.49,8.1,370,26.0,174.0,0.9943,8.1,0.3,11.2,9,16.2,1.48,1,0,0,0,0,1,4144.0
1006,0.36,17.2,390,37.0,130.0,0.99946,8.23,0.43,8.8,8,12.4,1.04,0,0,1,0,0,1,3432.0000000000005
1007,0.5,2.6,490,17.0,155.0,0.9927,8.22,0.64,10.0,8,11.4,1.24,1,0,0,0,0,1,4900.0
1008,0.34,2.2,640,16.0,25.0,0.9936,8.28,0.66,12.4,6,16.0,1.37,0,1,1,0,0,0,7936.0
1009,0.45,1.2,330,11.0,59.0,0.9926,7.74,0.47,10.8,8,19.4,1.18,0,0,1,0,0,1,3564.0000000000005
1010,0.09,2.9,640,7.0,22.0,0.99669,8.46,0.61,10.2,5,13.4,1.33,1,1,0,0,0,0,6528.0
1011,0.27,5.0,580,27.0,151.0,0.99198,8.22,0.49,12.2,8,12.8,1.58,1,0,0,0,0,1,7076.0
1012,0.25,2.8,360,43.0,132.0,0.98975,8.21,0.47,13.4,8,14.2,1.08,0,1,1,0,0,1,4824.0
1013,0.34,1.5,380,18.0,96.0,0.98942,8.56,0.48,13.0,10,10.4,1.77,1,0,0,0,0,1,4940.0
1014,0.32,2.2,360,15.0,70.0,0.9899,8.16,0.48,12.7,8,12.4,1.79,1,0,0,0,0,1,4572.0
1015,0.32,11.1,360,25.0,119.0,0.9962,8.15,0.34,10.5,8,15.0,1.07,1,0,0,0,0,1,3780.0
1016,0.39,1.2,380,21.0,115.0,0.994,8.16,0.67,10.0,8,15.2,1.31,0,0,1,0,0,1,3800.0
